Name,Category,EarliestLicDate,Expires,FullAddress,Neighbourhood,LAT,LONG,gislink,IssuedYear,ExpiredYear
SHAMAN HEADQUARTERS,Retail,20161012,20201231,"1315 BROAD ST
VICTORIA BC  V8W 2A8",Downtown,48.42703893,-123.3656889,1043001,2016,2020
SHE SHE BAGS,Retail,20170116,20221231,"650 VIEW ST
VICTORIA BC  V8W 1J7",Downtown,48.42570277,-123.3660163,1040009,2017,2022
SHOPPERS DRUG MART #221,Retail,20210409,20221231,"1212 DOUGLAS ST
VICTORIA BC  V8W 2E5",Downtown,48.42579105,-123.3655024,1040007,2021,2022
SIMPLY THE BEST,Retail,20120503,20221231,"1008 BROAD ST
VICTORIA BC  V8W 1Z9",Downtown,48.42444011,-123.366825,1037004,2012,2022
SMOKING LILY,Retail,20120110,20221231,"1221 WHARF ST
VICTORIA BC  V8W 1T9",Downtown,48.42659537,-123.3697959,1064001,2012,2022
SOFTMOC INC,Retail,20140722,20221231,"132-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2014,2022
SPANK CLOTHING & ACCESSORIES INC,Retail,20130612,20221231,"1315 GOVERNMENT ST
VICTORIA BC  V8W 1Y9",Downtown,48.42694248,-123.3669635,1042011,2013,2022
SPECIAL TEAS INC,Retail,20150513,20221231,"610 YATES ST
VICTORIA BC  V8W 1K9",Downtown,48.4267017,-123.3668758,1042008,2015,2022
SPIRAL SCENTS,Retail,20210226,20221231,"108-3 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",Downtown,48.42877744,-123.3678107,1060018,2021,2022
SPIRIT OF VICTORIA,Retail,20120110,20221231,"811 GOVERNMENT ST
VICTORIA BC  V8W 1W8",Downtown,48.42330384,-123.3679322,1033001,2012,2022
SPORT CHEK,Retail,20121205,20211231,"311-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2021
STILL LIFE FOR HER,Retail,20120221,20211231,"108-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2012,2021
STILL LIFE FOR HIM,Retail,20181016,20211231,"120-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2018,2021
STREET,Retail,20121224,20221231,"1241 GOVERNMENT ST
VICTORIA BC  V8W 1Y6",Downtown,48.42627067,-123.3670677,1041001,2012,2022
SUASION CLOTHING BOTIQUE,Retail,20150223,20211231,"562 JOHNSON ST
VICTORIA BC  V8W 1M3",Downtown,48.42805834,-123.3688178,1061002,2015,2021
SUNGLASS HUT,Retail,20120208,20221231,"227-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
SUNGLASS HUT #9049,Retail,20170830,20221231,"1-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2017,2022
"SWANS
HERITAGE REALTY PROPERTIES LTD",Retail,20121205,20221231,"510 PANDORA AVE
VICTORIA BC  V8W 1N6",Downtown,48.42875565,-123.3692129,1060025,2012,2022
SWEET DREAMS BOUTIQUE,Retail,20191218,20221231,"636 BROUGHTON ST
VICTORIA BC  V8W 1C9",Downtown,48.42425352,-123.3662981,1036004,2019,2022
SWEETS AND GIFTS,Retail,20120110,20221231,"556 FISGARD ST
VICTORIA BC  V8W 1R4",Downtown,48.42958535,-123.3676371,1059010,2012,2022
TAI SANG GROCERY LTD,Retail,20121224,20221231,"1717 GOVERNMENT ST
VICTORIA BC  V8W 1Z4",Downtown,48.42987982,-123.3667419,1047023,2012,2022
TASARS,Retail,20121122,20221231,"721 GOVERNMENT ST
VICTORIA BC  V8W 1W5",Downtown,48.4215359,-123.3674423,1031001,2012,2022
TBC NOMINEE INC,Retail,20120117,20221231,"2-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
TELUS,Retail,20151124,20221231,"2108-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2015,2022
TESSERACT 2.0 COMPUTING,Retail,20120215,20221231,"G-11-1001 DOUGLAS ST
VICTORIA BC  V8W 2C5",Downtown,48.42398476,-123.3647972,1024035,2012,2022
THE BAY,Retail,20121211,20221231,"1-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
THE BIKERY,Retail,20190605,20221231,"1701 DOUGLAS ST
VICTORIA BC  NCA",Downtown,48.42984161,-123.3637582,V00171004,2019,2022
THE BODY SHOP,Retail,20121224,20221231,"219-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
THE COBBLER,Retail,20121127,20221231,"718 VIEW ST
VICTORIA BC  V8W 1J8",Downtown,48.42553704,-123.3642159,1022017,2012,2022
THE DANCING LILY BOUTIQUE,Retail,20160603,20221231,"547 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42738037,-123.3686847,1062034,2016,2022
THE EXECUTIVE SHOP,Retail,20120118,20221231,"757 FORT ST
VICTORIA BC  V8W 3E9",Downtown,48.42405551,-123.3639809,1024024,2012,2022
THE FARAWAY,Retail,20210430,20221231,"17 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",Downtown,48.42910768,-123.3677616,1060005,2021,2022
THE FLAG SHOP - VICTORIA,Retail,20120215,20221231,"822 FORT ST
VICTORIA BC  V8W 1H8",Downtown,48.42446303,-123.3614332,1005020,2012,2022
THE GOOD PLANET COMPANY,Retail,20120104,20221231,"764 FORT ST
VICTORIA BC  V8W 1H2",Downtown,48.424687,-123.3634837,1023010,2012,2022
THE HOUSE OF CHESTER,Retail,20191015,20221231,"201-536 HERALD ST
VICTORIA BC  V8W 1S6",Downtown,48.4306224,-123.3679264,1058036,2019,2022
THE MILKMAN'S DAUGHTER,Retail,20120110,20221231,"1713 GOVERNMENT ST
VICTORIA BC  V8W 1Z4",Downtown,48.42977016,-123.3667375,1047021,2012,2022
THE OUTLET,Retail,20180502,20211231,"1010 BROAD ST
VICTORIA BC  V8W 1Z9",Downtown,48.42444011,-123.366825,1037004,2018,2021
THE PAPERY (VICTORIA),Retail,20120124,20221231,"734 FORT ST
VICTORIA BC  V8W 1H2",Downtown,48.42476052,-123.3641566,1023013,2012,2022
THE REGIONAL ASSEMBLY OF TEXT INC,Retail,20130306,20221231,"116-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2013,2022
THE SOURCE,Retail,20121220,20221231,"119-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
THE STRATH ALE WINE & SPIRITS MERCHANTS,Retail,20120110,20221231,"919 DOUGLAS ST
VICTORIA BC  V8W 2C2",Downtown,48.42327605,-123.3652604,1025015,2012,2022
THE TURNTABLE,Retail,20120106,20221231,"107-3 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",Downtown,48.42877744,-123.3678107,1060018,2012,2022
THE TUSCAN KITCHEN INC,Retail,20120705,20221231,"204-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
THE UMBRELLATORIUM & CANERY,Retail,20160412,20221231,"4 FAN TAN ALLEY
VICTORIA BC  V8W 1W3",Downtown,48.42877376,-123.3680578,1060011,2016,2022
THE WHITE PEONY BRIDAL BOUTIQUE,Retail,20120712,20221231,"1816 GOVERNMENT ST
VICTORIA BC  V8T 4N5",Downtown,48.43062968,-123.3674316,1058004,2012,2022
THRIFT/CRAFT ALTERNATIVE ART SUPPLY,Retail,20180831,20221231,"15-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2018,2022
TONIC JEWELERY INC,Retail,20140106,20221231,"13-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2014,2022
TOUT DE SWEET CONFECTIONS,Retail,20180920,20221231,"1620 STORE ST
VICTORIA BC  V8W 0E3",Downtown,48.4287474,-123.3703272,029-992-338,2018,2022
TRIPLE PLAY SPORTS CARDS,Retail,20160401,20211231,"1209 WHARF ST
VICTORIA BC  V8W 1T9",Downtown,48.42624515,-123.3697426,1064010,2016,2021
TURTLE EXPRESS IMPORTS,Retail,20120112,20221231,"16 FAN TAN ALLEY
VICTORIA BC  V8W 1W3",Downtown,48.42910305,-123.3680718,1060004,2012,2022
UNIFORMS ON DOUGLAS,Retail,20120117,20221231,"1815 DOUGLAS ST
VICTORIA BC  V8T 4K5",Downtown,48.43076239,-123.3640573,1016013,2012,2022
UPCYCLE CLOTHING COLLECTIVE,Retail,20190913,20221231,"517 FORT ST
VICTORIA BC  V8W 1E7",Downtown,48.42479534,-123.368973,1068002,2019,2022
"UPSIDE STUDIOS
TEH, EDMUND",Retail,20170106,20191231,"16 FAN TAN ALLEY
VICTORIA BC  V8W 1W3",Downtown,48.42910305,-123.3680718,1060004,2017,2019
URBAN PLANET #794,Retail,20131008,20221231,"325-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2013,2022
VALHALLA PURE OUTFITTERS,Retail,20170327,20221231,"1824 STORE ST
VICTORIA BC  V8T 4R4",Downtown,48.43078321,-123.3703179,1077027,2017,2022
VALUE VILLAGE CANADA INC,Retail,20121130,20221231,"1810 STORE ST
VICTORIA BC  V8T 4R4",Downtown,48.43043174,-123.3704006,1077024,2012,2022
VI PLANT SHOP,Retail,20210813,20221231,"103-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-165,2021,2022
VICTORIA BEAD TOWN DESIGNS,Retail,20140106,20221231,"1317 BROAD ST
VICTORIA BC  V8W 2A8",Downtown,48.42703893,-123.3656889,1043001,2014,2022
VICTORIA BUG ZOO,Retail,20140224,20221231,"631 COURTNEY ST
VICTORIA BC  V8W 1B8",Downtown,48.42283544,-123.3664495,1032002,2014,2022
VICTORIA MODERN MERCANTILE INC,Retail,20211029,20211231,"539 FISGARD ST
VICTORIA BC  V8W 1R3",Downtown,48.42910305,-123.3680718,1060004,2021,2021
VICTORIA NAIL SUPPLY,Retail,20210429,20211231,"783 FORT ST
VICTORIA BC  V8W 1G9",Downtown,48.42411826,-123.363067,1024011,2021,2021
VICTORIA OLIVE OIL COMPANY,Retail,20200110,20221231,"619 BROUGHTON ST
VICTORIA BC  V8W 3J2",Downtown,48.42375288,-123.3667515,1035001,2020,2022
VICTORIA OLIVE OIL COMPANY,Retail,20211008,20221231,"621 BROUGHTON ST
VICTORIA BC  V8W 3J2",Downtown,48.42375288,-123.3667515,1035001,2021,2022
VICTORIA OPEN HOUSE COLLECTIVE INC,Retail,20170119,20221231,"106-561 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42738037,-123.3686847,1062034,2017,2022
VICTORIA PUBLIC MARKET,Retail,20140224,20221231,"6-1701 DOUGLAS ST
VICTORIA BC  V8W 0C1",Downtown,48.42984161,-123.3637582,V00171004,2014,2022
VICTORIA VINTAGE,Retail,20181031,20221231,"105-561 JOHNSON ST
VICTORIA BC  V8W 1M2",Downtown,48.42738037,-123.3686847,1062034,2018,2022
VICTORIA VITAMIN SHOP,Retail,20121224,20221231,"1212 BROAD ST
VICTORIA BC  V8W 2A5",Downtown,48.42595334,-123.3667012,1041004,2012,2022
VIKKI DRUMMOND ART,Retail,20201007,20221231,"104-3 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",Downtown,48.42877744,-123.3678107,1060018,2020,2022
VINTAGE AFTER DEATH,Retail,20141103,20221231,"148-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2014,2022
VINTAGE FUNK EMPORIUM SOCIETY,Retail,20120130,20211231,"B-764 YATES ST
VICTORIA BC  V8W 1L4",Downtown,48.42639435,-123.3628038,1021013,2012,2021
VINTAGE SPIRITS,Retail,20120113,20221231,"653 PANDORA AVE
VICTORIA BC  V8W 2G1",Downtown,48.42790013,-123.3649724,1044002,2012,2022
VIOLETTE,Retail,20120117,20221231,"104A-560 JOHNSON ST
VICTORIA BC  V8W 3C6",Downtown,48.42805834,-123.3688178,1061002,2012,2022
WALK IN COMFORT,Retail,20120104,20221231,"731 FORT ST
VICTORIA BC  V8W 1G9",Downtown,48.4242662,-123.3644207,1024032,2012,2022
WEST COAST REFILL,Retail,20170706,20221231,"1319 BROAD ST
VICTORIA BC  V8W 2A8",Downtown,48.42703893,-123.3656889,1043001,2017,2022
WEST END GALLERY LTD,Retail,20121128,20221231,"1203 BROAD ST
VICTORIA BC  V8W 2A4",Downtown,48.42570277,-123.3660163,1040009,2012,2022
WESTCOASTEES,Retail,20211210,20221231,"1807 STORE ST
VICTORIA BC  V8T 4R2",Downtown,48.43043998,-123.3690328,1058010,2021,2022
WHIRLED ARTS,Retail,20120113,20221231,"105-3 FAN TAN ALLEY
VICTORIA BC  V8W 3G9",Downtown,48.42877744,-123.3678107,1060018,2012,2022
WHISK VICTORIA,Retail,20201208,20221231,"6-S11-1701 DOUGLAS ST
VICTORIA BC  V8W 0C1",Downtown,48.42984161,-123.3637582,V00171004,2020,2022
WIN,Retail,20121220,20221231,"785 PANDORA AVE
VICTORIA BC  V8W 1N9",Downtown,48.42751946,-123.3622678,1020009,2012,2022
WINNERS,Retail,20190820,20221231,"211-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2019,2022
WIRELESS WAVE,Retail,20120104,20221231,"200-1150 DOUGLAS ST
VICTORIA BC  V8W 3M9",Downtown,48.42517402,-123.366526,1039012,2012,2022
YALETOWN INTERIORS (VICTORIA) LTD,Retail,20120814,20221231,"520 HERALD ST
VICTORIA BC  V8W 1S6",Downtown,48.43043998,-123.3690328,1058010,2012,2022
YELLOWJACKET COMICS AND TOYS,Retail,20120116,20221231,"688 BROUGHTON ST
VICTORIA BC  V8W 1C9",Downtown,48.42417887,-123.3659005,1036003,2012,2022
ZERO WASTE EMPORIUM,Retail,20180704,20221231,"1728 DOUGLAS ST
VICTORIA BC  V8W 2G7",Downtown,48.42998882,-123.3649335,1047007,2018,2022
BLANCO CLEANING,Support Services,20201117,20211231,"202-515 CHATHAM ST
VICTORIA BC  V8T 1E1",Downtown,48.43077023,-123.3691698,031-105-190,2020,2021
FINE LAWN AND GARDEN SAVE,Support Services,20181113,20201231,"711 JOHNSON ST
VICTORIA BC  V8W 1M8",Downtown,48.4268763,-123.364185,1021002,2018,2020
KIND HEARTED CLEANERS,Support Services,20220427,20221231,"145-736 VIEW ST
VICTORIA BC  V8W 1J8",Downtown,48.4255562,-123.3638545,V00221024,2022,2022
WESTERN CANADA SECURITY,Support Services,20211217,20221231,"1321 BLANSHARD ST
VICTORIA BC  NCA",Downtown,48.42640129,-123.3613895,1007021,2021,2022
BEST WESTERN CARLTON PLAZA,Transient Accomodation,20121128,20221231,"634 JOHNSON ST
VICTORIA BC  V8W 1M6",Downtown,48.42745513,-123.365461,1044011,2012,2022
"CANITALIA ESTATES LTD
HOTEL RIALTO",Transient Accomodation,20120113,20221231,"1450 DOUGLAS ST
VICTORIA BC  V8W 2G1",Downtown,48.42790013,-123.3649724,1044002,2012,2022
CHATEAU VICTORIA HOTEL,Transient Accomodation,20120110,20221231,"740 BURDETT AVE
VICTORIA BC  V8W 1B2",Downtown,48.42241299,-123.3642217,1026006,2012,2022
EXECUTIVE HOUSE LTD,Transient Accomodation,20120112,20221231,"777 DOUGLAS ST
VICTORIA BC  V8W 2B5",Downtown,48.42182625,-123.365121,1029001,2012,2022
FAIRMONT EMPRESS,Transient Accomodation,20160302,20221231,"721 GOVERNMENT ST
VICTORIA BC  V8W 1W5",Downtown,48.4215359,-123.3674423,1031001,2016,2022
HIC PM REGION VICTORIA HOSTEL,Transient Accomodation,20121130,20211231,"516 YATES ST
VICTORIA BC  V8W 1K8",Downtown,48.42711312,-123.369704,1063010,2012,2021
ISLAND TRAVEL INN INC,Transient Accomodation,20121205,20221231,"1850 DOUGLAS ST
VICTORIA BC  V8T 4K6",Downtown,48.43083029,-123.3650904,1048006,2012,2022
MAGNOLIA HOTEL & SUITES,Transient Accomodation,20120112,20221231,"623 COURTNEY ST
VICTORIA BC  V8W 1B8",Downtown,48.4232259,-123.3670517,024-204-200,2012,2022
OCEAN ISLAND BACKPACKER'S INN LTD,Transient Accomodation,20120118,20221231,"791 PANDORA AVE
VICTORIA BC  V8W 1N9",Downtown,48.42749271,-123.362024,1020010,2012,2022
QUALITY INN DOWNTOWN INNER HARBOUR VICTORIA,Transient Accomodation,20120112,20221231,"850 BLANSHARD ST
VICTORIA BC  V8W 2H2",Downtown,48.4224964,-123.3634618,1026008,2012,2022
RITZ HOTEL,Transient Accomodation,20121220,20221231,"710 FORT ST
VICTORIA BC  NCA",Downtown,48.4248207,-123.36471,1023017,2012,2022
STRATHCONA HOTEL OF VICTORIA LTD,Transient Accomodation,20120110,20221231,"919 DOUGLAS ST
VICTORIA BC  V8W 2C2",Downtown,48.42327605,-123.3652604,1025015,2012,2022
"SWANS
HERITAGE REALTY PROPERTIES LTD",Transient Accomodation,20121205,20221231,"506 PANDORA AVE
VICTORIA BC  V8W 1N6",Downtown,48.42875565,-123.3692129,1060025,2012,2022
THE BEDFORD HOTEL,Transient Accomodation,20120112,20221231,"1140 GOVERNMENT ST
VICTORIA BC  V8W 1Y2",Downtown,48.42555637,-123.3681273,1066002,2012,2022
UNION CLUB OF BC,Transient Accomodation,20120106,20221231,"805 GORDON ST
VICTORIA BC  V8W 1Z6",Downtown,48.42283421,-123.3670137,1032005,2012,2022
VICTORIA MARRIOTT INNER HARBOUR,Transient Accomodation,20121130,20221231,"728 HUMBOLDT ST
VICTORIA BC  V8W 3Z5",Downtown,48.42150701,-123.3644916,1028007,2012,2022
VICTORIA REGENT WATERFRONT HOTEL & SUITES,Transient Accomodation,20130612,20221231,"1234 WHARF ST
VICTORIA BC  V8W 3H9",Downtown,48.42644631,-123.370775,1073093,2013,2022
HARBOUR AIR SEAPLANES,Transportation,20121220,20221231,"950 WHARF ST
VICTORIA BC  V8W 1T3",Downtown,48.42360795,-123.3709603,1073111,2012,2022
HYACK AIR,Transportation,20131213,20221231,"1234 WHARF ST
VICTORIA BC  V8W 3H9",Downtown,48.42644631,-123.370775,1073093,2013,2022
FERREPUESTO YAN TRADING CO.LTD,Wholesale,20201117,20221231,"200-535 YATES ST
VICTORIA BC  V8W 2Z6",Downtown,48.42652736,-123.3691242,1064005,2020,2022
RECYCLING E-SCRAP ENTERPRISE LTD,Wholesale,20211018,20221231,"200-535 YATES ST
VICTORIA BC  V8W 2Z6",Downtown,48.42652736,-123.3691242,1064005,2021,2022
ROZA HOME COLLECTION LTD,Wholesale,20210712,20221231,"645 JOHNSON ST
VICTORIA BC  V8W 1M7",Downtown,48.42698391,-123.3652143,V00431027,2021,2022
FAIRFIELD AUTO REPAIR LTD,Automotive,20130215,20221231,"1090 FAIRFIELD RD
VICTORIA BC  V8V 3A5",Fairfield,48.41831724,-123.355876,3198011,2013,2022
ROGERS BROADCASTING LIMITED,Broadcasting,20130227,20221231,"817 FORT ST
VICTORIA BC  V8W 1H6",Fairfield,48.42381196,-123.3617952,1004002,2013,2022
B&Y HOLDING CORP.,Business Services,20210611,20211231,"1120 MAY ST
VICTORIA BC  V8V 2S5",Fairfield,48.41238067,-123.3562896,3229035,2021,2021
BEACON HILL INNOVATIONS,Business Services,20220520,20221231,"204-1075 PENDERGAST ST
VICTORIA BC  V8V 0A1",Fairfield,48.41527941,-123.3567487,3186024,2022,2022
"BEACON HILL WEALTH MANAGEMENT
RAYMOND JAMES",Business Services,20190514,20221231,"1133 FORT ST
VICTORIA BC  V8V 3K9",Fairfield,48.42296917,-123.3525595,3212005,2019,2022
BIDGOOD CONSULTANTS INC,Business Services,20140729,20211231,"143 MOSS ST
VICTORIA BC  V8V 4M2",Fairfield,48.41120984,-123.349434,3246048,2014,2021
BLUE WORLD MARINE ADVENTURES,Business Services,20220623,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2022,2022
BLUECARP LLC,Business Services,20210923,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2021,2022
BRADBURY MANAGEMENT LTD,Business Services,20121205,20221231,"814 BROUGHTON ST
VICTORIA BC  V8W 1E4",Fairfield,48.42381196,-123.3617952,1004002,2012,2022
CAPITAL STENOGRAPHIC SERVICES,Business Services,20130612,20171231,"302-895 FORT ST
VICTORIA BC  V8W 1H7",Fairfield,48.42370021,-123.3600974,1004010,2013,2017
CCGF EVENT SERVICES INC.,Business Services,20210720,20221231,"304 COOK ST
VICTORIA BC  V8V 3X6",Fairfield,48.41477096,-123.3568335,3186011,2021,2022
CITYSPACES CONSULTING LTD,Business Services,20120208,20221231,"101-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2012,2022
CO-HOST VACATION RENTAL SPECIALISTS,Business Services,20201214,20221231,"7 COOK ST
VICTORIA BC  V8V 3W6",Fairfield,48.40839855,-123.3573534,3234011,2020,2022
COOPER PACIFIC (1994) MORTGAGE INVESTMENT CORP,Business Services,20121130,20221231,"821 BROUGHTON ST
VICTORIA BC  V8W 1E5",Fairfield,48.42312257,-123.3616474,1003003,2012,2022
DIGITAL DESKS,Business Services,20160127,20221231,"AO2-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",Fairfield,48.42037281,-123.3629347,027-970-281,2016,2022
DUTTONS & CO REAL ESTATE LTD,Business Services,20120106,20221231,"394 MOSS ST
VICTORIA BC  V8V 4N1",Fairfield,48.41533375,-123.3491504,3270010,2012,2022
DUTTONS & CO REAL ESTATE LTD,Business Services,20120120,20221231,"1277 FAIRFIELD RD
VICTORIA BC  V8V 3B3",Fairfield,48.41539589,-123.3493654,3270066,2012,2022
FORT PROPERTIES LTD,Business Services,20121220,20221231,"814 BROUGHTON ST
VICTORIA BC  V8W 1E4",Fairfield,48.42381196,-123.3617952,1004002,2012,2022
GARNETT CAPITAL CORPORATION,Business Services,20121121,20221231,"100-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2012,2022
HARBORD INSURANCE SERVICES FAIRFIELD LTD,Business Services,20121220,20221231,"9-1594 FAIRFIELD RD
VICTORIA BC  V8S 1G1",Fairfield,48.4127703,-123.338329,3280025,2012,2022
HATT'S THE WETCLEANER OF CANADA INC,Business Services,20151103,20211231,"1019 COOK ST
VICTORIA BC  V8V 3Z6",Fairfield,48.42267628,-123.3537597,3213001,2015,2021
HELM FINANCIAL,Business Services,20201104,20221231,"359 COOK ST
VICTORIA BC  V8V 3X8",Fairfield,48.4156279,-123.3555609,V02251024,2020,2022
HENGSAI INDUSTRIAL CANADA LTD,Business Services,20200316,20201231,"AO2-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",Fairfield,48.42037281,-123.3629347,027-970-281,2020,2020
HERITAGE GROUP OF PUBLISHERS,Business Services,20130416,20211231,"AO2-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",Fairfield,48.42037281,-123.3629347,027-970-281,2013,2021
HONE CONSULTING,Business Services,20120302,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2012,2022
KNIGHT AND VILLA CREATIVE,Business Services,20201231,20211231,"114-840 HUMBOLDT ST
VICTORIA BC  V8V 5B3",Fairfield,48.4197823,-123.3620853,3193005,2020,2021
LEARN TO PROSPER EDUCATION INCORPORATED,Business Services,20170606,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2017,2022
LORI FRANK MEDIATION & CONSULTING,Business Services,20170515,20211231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2017,2021
LOVE-A-CAT,Business Services,20131120,20221231,"205-1000 MCCLURE ST
VICTORIA BC  V8V 3E9",Fairfield,48.42095555,-123.3571221,000-163-511,2013,2022
"MORTIMORE, LISA M",Business Services,20120104,20221231,"104-777 BLANSHARD ST
VICTORIA BC  V8W 2G9",Fairfield,48.42132669,-123.3625551,028-593-880,2012,2022
NEWS GROUP,Business Services,20120118,20221231,"818 BROUGHTON ST
VICTORIA BC  V8W 1E4",Fairfield,48.42362076,-123.3614611,1004019,2012,2022
NEXT ENVIROMENTAL INC,Business Services,20190301,20221231,"AO2-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",Fairfield,48.42037281,-123.3629347,027-970-281,2019,2022
NORTHFIELD COMMERCIAL,Business Services,20190412,20211231,"A102-810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",Fairfield,48.42037281,-123.3629347,027-970-370,2019,2021
PARAMOUNT EXECUTIVE CENTRE INC,Business Services,20170929,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2017,2022
PARKSIDE VICTORIA RESORT & SPA,Business Services,20120824,20221231,"810 HUMBOLDT ST
VICTORIA BC  V8V 5B1",Fairfield,48.42037281,-123.3629347,027-970-248,2012,2022
PAYTRAK PAYROLL SERVICES,Business Services,20201224,20221231,"101-777 BLANSHARD ST
VICTORIA BC  V8W 2G9",Fairfield,48.42132669,-123.3625551,028-593-855,2020,2022
PHYSIOPLUS,Business Services,20120208,20221231,"103-777 BLANSHARD ST
VICTORIA BC  V8W 2G9",Fairfield,48.42132669,-123.3625551,028-593-871,2012,2022
PREMIUM FENCE COMPANY,Business Services,20190104,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2019,2022
ROSS CHANDLER CREATIVE PROJECTS,Business Services,20180517,20191231,"843 FORT ST
VICTORIA BC  V8W 1H6",Fairfield,48.42384653,-123.3605147,1004025,2018,2019
SEAHAWK IMMIGRATION SERVICES,Business Services,20220713,20221231,"301-821 BURDETT AVE
VICTORIA BC  V8W 1B3",Fairfield,48.42167123,-123.3624418,000-248-231,2022,2022
TALISMAN FINANCIAL,Business Services,20200623,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2020,2022
TEGAN TANG NOTARY SERVICES,Business Services,20160211,20221231,"213-895 FORT ST
VICTORIA BC  V8W 1H7",Fairfield,48.42370021,-123.3600974,1004010,2016,2022
THE DOG DISH AND FRIENDS,Business Services,20160201,20221231,"12-1516 FAIRFIELD RD
VICTORIA BC  V8S 1G1",Fairfield,48.4127703,-123.338329,3280025,2016,2022
THE WETCLEANER NON-TOXIC DRY CLEANING,Business Services,20190717,20191231,"2-1516 FAIRFIELD RD
VICTORIA BC  V8S 1G1",Fairfield,48.4127703,-123.338329,3280025,2019,2019
TPC FINANCIAL GROUP LTD,Business Services,20120117,20221231,"200-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2012,2022
VERTETECH BUILDING CONSULTANTS CO LTD,Business Services,20210811,20221231,"101-821 BURDETT AVE
VICTORIA BC  V8W 1B3",Fairfield,48.42167123,-123.3624418,000-248-193,2021,2022
WANKAE INVESTMENTS GROUP LIMITED,Business Services,20190111,20221231,"300-848 COURTNEY ST
VICTORIA BC  V8W 1C4",Fairfield,48.42277529,-123.3615468,1003007,2019,2022
